무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,가나다,OBJECTID,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
덕진-71,전라북도,전주시 덕진구,시도,,세병로,3,전라북도 전주시 덕진구 세병로 38,전라북도 전주시 덕진구 송천동2가 1338,송천1동,2249,35.87320591,127.1288328,에코시티더 샵 1차 정문 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-121,전라북도,전주시 덕진구,시도,,세병로,3,전라북도 전주시 덕진구 세병로 112,전라북도 전주시 덕진구 송천동2가 1343,송천1동,2249,35.87277877,127.1353416,데시앙네스트2차 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-122,전라북도,전주시 덕진구,시도,,세병로,3,전라북도 전주시 덕진구 세병로 112,전라북도 전주시 덕진구 송천동2가 1343,송천1동,2249,35.87277877,127.1353416,데시앙네스트2차 후문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-112,전라북도,전주시 덕진구,시도,,세병로,3,전라북도 전주시 덕진구 세병로 130,전라북도 전주시 덕진구 송천동2가 1345,송천1동,2249,35.87524058,127.1367375,에코 데시앙네스트 정문앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-89,전라북도,전주시 덕진구,시도,,세병로,3,,전라북도 전주시 덕진구 송천동2가 1381,송천1동,2249,35.87970591,127.1340752,에코시티 데시앙 12단지 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-88,전라북도,전주시 덕진구,시도,,세병로,3,,전라북도 전주시 덕진구 송천동2가 1383,송천1동,2249,35.87634899,127.1371413,에코시티 더 샵 3차 정문 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-87,전라북도,전주시 덕진구,시도,,백석로,3,,전라북도 전주시 덕진구 송천동2가 1384,송천1동,2249,35.87235422,127.1350066,에코시티 데시앙 7단지 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-68,전라북도,전주시 덕진구,시도,,세병로,3,,전라북도 전주시 덕진구 송천동2가 1391,송천1동,2249,35.87416114,127.1290756,데시앙4차 후문 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-133,전라북도,전주시 덕진구,시도,,세병서로,3,,전라북도 전주시 덕진구 송천동2가 1400,송천1동,2249,35.87206246,127.1230226,이마트 에코시티점 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-57,전라북도,전주시 덕진구,시도,,천마산로,3,전라북도 전주시 덕진구 천마산로 69,전라북도 전주시 덕진구 송천동2가 175-22,송천1동,2249,35.86587029,127.1284673,오송중학교 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-15,전라북도,전주시 덕진구,시도,,오송초길,3,전라북도 전주시 덕진구 천마산로 87,전라북도 전주시 덕진구 송천동2가 179-23,송천1동,2249,35.86597905,127.1304116,오송초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-107,전라북도,전주시 덕진구,시도,,송천중앙로,3,전라북도 전주시 덕진구 송천중앙로 218,전라북도 전주시 덕진구 송천동2가 523-6,송천1동,2249,35.86649306,127.1217957,송천중앙로 먹자골목입구,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-22,전라북도,전주시 덕진구,시도,,송천로,3,전라북도 전주시 덕진구 호반로 11,전라북도 전주시 덕진구 송천동1가 308-1,송천2동,2250,35.85400329,127.1167207,센트럴파크 단지 사잇길(터존),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-23,전라북도,전주시 덕진구,시도,,송천로,3,전라북도 전주시 덕진구 송천중앙로 85,전라북도 전주시 덕진구 송천동1가 350-4,송천2동,2250,35.85480312,127.119508,송천동 웰가아파트옆(센트럴),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진어-4,전라북도,전주시 덕진구,시도,,송천1길,3,전라북도 전주시 덕진구 송천1길 10,전라북도 전주시 덕진구 송천동1가 397,송천2동,2250,35.85682245,127.1199819,송천초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-12,전라북도,전주시 덕진구,시도,,와룡로,3,전라북도 전주시 덕진구 와룡로 25,전라북도 전주시 덕진구 송천동1가 602,송천2동,2250,35.86154103,127.1110038,송원초등학교,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-106,전라북도,전주시 덕진구,시도,,송천4길,3,전라북도 전주시 덕진구 송천4길 38,전라북도 전주시 덕진구 송천동1가 842,송천2동,2250,35.86223622,127.1176761,송천동 용소초등학교 후문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-16,전라북도,전주시 덕진구,시도,,송천4길,3,전라북도 전주시 덕진구 송천4길 38,전라북도 전주시 덕진구 송천동1가 842,송천2동,2250,35.86223622,127.1176761,용소초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-125,전라북도,전주시 덕진구,시도,,두간4길,3,,전라북도 전주시 덕진구 송천동1가 851,송천2동,2250,35.86652011,127.1181015,파인트리몰 후문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-105,전라북도,전주시 덕진구,시도,,용소로,3,전라북도 전주시 덕진구 용소로 112,전라북도 전주시 덕진구 송천동1가 880,송천2동,2250,35.86339866,127.1209382,송천동 광신프로그레스 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-26,전라북도,전주시 덕진구,시도,,두간4길,3,전라북도 전주시 덕진구 두간4길 14,전라북도 전주시 덕진구 송천동2가 1290,송천2동,2250,35.86687513,127.1191593,송천동 신동아파밀리에,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-124,전라북도,전주시 덕진구,시도,,송천중앙로,3,전라북도 전주시 덕진구 송천중앙로 229,전라북도 전주시 덕진구 송천동2가 489-8,송천2동,2250,35.86746492,127.1212288,파인트리몰 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-27,전라북도,전주시 덕진구,시도,,시천로,3,전라북도 전주시 덕진구 시천로 83,전라북도 전주시 덕진구 송천동2가 561-19,송천2동,2250,35.86692489,127.1138561,송천동 솔내동아 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-55,전라북도,전주시 덕진구,시도,,여산로,3,전라북도 전주시 덕진구 여산로 253,전라북도 전주시 덕진구 고랑동 1224,여의동,2252,35.87460191,127.084011,노블레스더센텀아파트 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진어-5,전라북도,전주시 덕진구,시도,,팔과정로,3,전라북도 전주시 덕진구 팔과정로 181,전라북도 전주시 덕진구 동산동 374-1,여의동,2252,35.86366762,127.0945846,팔복초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-19,전라북도,전주시 덕진구,시도,,쪽구름로,3,전라북도 전주시 덕진구 쪽구름로 52,전라북도 전주시 덕진구 동산동 707-2,여의동,2252,35.8701513,127.0773766,동산동 조촌초 후문(슈즈뱅크),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-20,전라북도,전주시 덕진구,시도,,동부대로,3,전라북도 전주시 덕진구 쪽구름5길 43-7,전라북도 전주시 덕진구 동산동 779,여의동,2252,35.87540248,127.0808751,동산동골드클래스,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-104,전라북도,전주시 덕진구,시도,,가인로,3,전라북도 전주시 덕진구 가인로 11,전라북도 전주시 덕진구 만성동 1258-1,여의동,2252,35.84341668,127.072699,만성동 전주지방 검찰청앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-67,전라북도,전주시 덕진구,시도,,만성중앙로,3,전라북도 전주시 덕진구 만성중앙로 70,전라북도 전주시 덕진구 만성동 1263-1,여의동,2252,35.84166232,127.0788108,상업지구,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-82,전라북도,전주시 덕진구,시도,,만성동로,3,전라북도 전주시 덕진구 만성동로 48,전라북도 전주시 덕진구 만성동 1290-1,여의동,2252,35.83844067,127.0771687,만성제일풍경채 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-66,전라북도,전주시 덕진구,시도,,만성중앙로,3,,전라북도 전주시 덕진구 만성동 1292,여의동,2252,35.84298757,127.076383,상업지구,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-64,전라북도,전주시 덕진구,시도,,만성북4길,3,전라북도 전주시 덕진구 만성북4길 10,전라북도 전주시 덕진구 만성동 1357-1,여의동,2252,35.84779999,127.0749815,양현중학교 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-65,전라북도,전주시 덕진구,시도,,만성중앙로,3,전라북도 전주시 덕진구 만성서로 96,전라북도 전주시 덕진구 만성동 1357-4,여의동,2252,35.84678295,127.0743531,양현초 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-63,전라북도,전주시 덕진구,시도,,만성북로,3,전라북도 전주시 덕진구 만성로 181,전라북도 전주시 덕진구 만성동 1367-1,여의동,2252,35.84818484,127.0797107,만성골드클레스 앞 103동앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-103,전라북도,전주시 덕진구,시도,,만성로,3,전라북도 전주시 덕진구 만성로 137,전라북도 전주시 덕진구 만성동 1367-3,여의동,2252,35.84379082,127.0760096,만성동 에코르아파트 후문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-77,전라북도,전주시 덕진구,시도,,만성로,3,전라북도 전주시 덕진구 만성로 150,전라북도 전주시 덕진구 만성동 1371-3,여의동,2252,35.84458347,127.0800464,중흥S클레스 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-78,전라북도,전주시 덕진구,시도,,만성로,3,전라북도 전주시 덕진구 만성로 150,전라북도 전주시 덕진구 만성동 1371-3,여의동,2252,35.84458347,127.0800464,중흥S클레스 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-90,전라북도,전주시 덕진구,시도,,정여립로,3,,전라북도 전주시 덕진구 만성동 1417,여의동,2252,35.84492913,127.0820964,만성동 나눔둥지타운 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-28,전라북도,전주시 덕진구,시도,,팔복로,3,전라북도 전주시 덕진구 팔복로 359,전라북도 전주시 덕진구 여의동 1137-4,여의동,2252,35.8626878,127.0700998,면허시험장 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-83,전라북도,전주시 덕진구,시도,,기린대로,3,,전라북도 전주시 덕진구 여의동 1244-1,여의동,2252,35.87029074,127.0699219,여의 영무예다음 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-84,전라북도,전주시 덕진구,시도,,혁신로,3,,전라북도 전주시 덕진구 여의동 1244-1,여의동,2252,35.87029074,127.0699219,여의 영무예다음 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-19,전라북도,전주시 덕진구,시도,,쪽구름로,3,전라북도 전주시 덕진구 쪽구름로 39,전라북도 전주시 덕진구 여의동 572-1,여의동,2252,35.86952543,127.0758772,조촌초등학교 후문(북),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-116,전라북도,전주시 덕진구,시도,,쪽구름로,3,전라북도 전주시 덕진구 쪽구름로 63,전라북도 전주시 덕진구 여의동 582-16,여의동,2252,35.87096805,127.0763263,북전주농협 삼거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-97,전라북도,전주시 덕진구,시도,,기린대로,3,전라북도 전주시 덕진구 기린대로 1025,전라북도 전주시 덕진구 여의동 651,여의동,2252,35.86671426,127.0739676,여의동 수자원공사 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-44,전라북도,전주시 덕진구,시도,,혁신로,3,전라북도 전주시 덕진구 틀못3길 12,전라북도 전주시 덕진구 장동 1064,여의동,2252,35.84279376,127.055986,전북혁신C-3블럭 중흥S클래스,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-40,전라북도,전주시 덕진구,시도,,안전로,3,전라북도 전주시 덕진구 출판로 43,전라북도 전주시 덕진구 장동 1074,여의동,2252,35.83972837,127.0575733,호반베르디움5차(북),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-41,전라북도,전주시 덕진구,시도,,출판로,3,전라북도 전주시 덕진구 출판로 43,전라북도 전주시 덕진구 장동 1074,여의동,2252,35.83972837,127.0575733,호반베르디움5차(남),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-42,전라북도,전주시 덕진구,시도,,출판로,3,전라북도 전주시 덕진구 출판로 61,전라북도 전주시 덕진구 장동 1075,여의동,2252,35.83976666,127.0592851,호반베르디움6차 후문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-43,전라북도,전주시 덕진구,시도,,출판로,3,전라북도 전주시 덕진구 출판로 61,전라북도 전주시 덕진구 장동 1075,여의동,2252,35.83976666,127.0592851,호반베르디움6차 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-61,전라북도,전주시 덕진구,시도,,출판로,3,전라북도 전주시 덕진구 출판로 87,전라북도 전주시 덕진구 장동 1086,여의동,2252,35.83987476,127.0624036,호반베르디움2차 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-85,전라북도,전주시 덕진구,시도,,중동로,3,,전라북도 전주시 덕진구 장동 1092-1,여의동,2252,35.84339404,127.0638563,혁신동 호수마을 입구,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-110,전라북도,전주시 덕진구,시도,,기지로,3,,전라북도 전주시 덕진구 장동 1107,여의동,2252,35.83852043,127.0614895,혁신 대방디엠씨 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산방-9,전라북도,전주시 덕진구,시도,,매곡로,3,전라북도 전주시 완산구 매곡로 22,전라북도 전주시 완산구 동완산동 167,완산동,2238,35.81056438,127.1432813,완산초등학교,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-91,전라북도,전주시 완산구,시도,,전주천서로,3,,전라북도 전주시 완산구 동완산동 89-1,완산동,2238,35.81194542,127.145274,매곡교,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-22,전라북도,전주시 완산구,시도,,용머리로,3,전라북도 전주시 완산구 용머리로 286-1,전라북도 전주시 완산구 서완산동1가 464,완산동,2238,35.81172459,127.139272,완산시외버스 정류장,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-158,전라북도,전주시 완산구,시도,,용머리로,3,전라북도 전주시 완산구 용머리로 213,전라북도 전주시 완산구 서완산동2가 359-3,완산동,2238,35.80807195,127.1329978,바울센터 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-157,전라북도,전주시 완산구,시도,,안행로,3,,전라북도 전주시 완산구 서완산동2가 365-16,완산동,2238,35.8081705,127.1323553,서완산골드클래스 후문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-29,전라북도,전주시 덕진구,시도,,전주역,3,전라북도 전주시 덕진구 동부대로 680,전라북도 전주시 덕진구 우아동3가 235-11,우아1동,2246,35.84968891,127.1634706,전주역 광장,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-129,전라북도,전주시 덕진구,시도,,견훤로,3,전라북도 전주시 덕진구 견훤로 428,전라북도 전주시 덕진구 우아동3가 726-1,우아1동,2246,35.84919664,127.1524347,우아한시티 견훤로 삼거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-130,전라북도,전주시 덕진구,시도,,우아7길,3,전라북도 전주시 덕진구 우아7길 13,전라북도 전주시 덕진구 우아동3가 729-2,우아1동,2246,35.84982681,127.1546178,우아한시티 우아어린이집부근,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-7,전라북도,전주시 덕진구,시도,,우아로,3,전라북도 전주시 덕진구 우아9길 1,전라북도 전주시 덕진구 우아동3가 743-149,우아1동,2246,35.85182009,127.1563738,동신초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-51,전라북도,전주시 덕진구,시도,,백제대로,3,전라북도 전주시 덕진구 백제대로 819,전라북도 전주시 덕진구 우아동3가 746-68,우아1동,2246,35.84878367,127.1576874,첫마중길 전주팔경 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-53,전라북도,전주시 덕진구,시도,,백제대로,3,전라북도 전주시 덕진구 백제대로 795,전라북도 전주시 덕진구 우아동3가 747-70,우아1동,2246,35.84791459,127.1552628,첫마중길 전기안전공사 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-54,전라북도,전주시 덕진구,시도,,백제대로,3,전라북도 전주시 덕진구 백제대로 790,전라북도 전주시 덕진구 우아동3가 748-9,우아1동,2246,35.84703425,127.1549775,첫마중길 하늘수산 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-52,전라북도,전주시 덕진구,시도,,백제대로,3,전라북도 전주시 덕진구 백제대로 816,전라북도 전주시 덕진구 우아동3가 752-2,우아1동,2246,35.84799436,127.1577506,첫마중길 정성산부인과 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-127,전라북도,전주시 덕진구,시도,,동부대로,3,전라북도 전주시 덕진구 동부대로 670,전라북도 전주시 덕진구 우아동3가 753-1,우아1동,2246,35.84848491,127.161883,클래시아더스카이 102동 인근,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-128,전라북도,전주시 덕진구,시도,,신기1길,3,전라북도 전주시 덕진구 신기1길 6,전라북도 전주시 덕진구 우아동3가 753-18,우아1동,2246,35.84808379,127.1621314,클래시아더스카이 삼거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-100,전라북도,전주시 덕진구,시도,,견훤로,3,전라북도 전주시 덕진구 우아로 50,전라북도 전주시 덕진구 우아동3가 762,우아1동,2246,35.85404826,127.1556822,우아동 이편한세상 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-101,전라북도,전주시 덕진구,시도,,우아10길,3,전라북도 전주시 덕진구 우아로 50,전라북도 전주시 덕진구 우아동3가 762,우아1동,2246,35.85404826,127.1556822,우아동 이편한세상 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-102,전라북도,전주시 덕진구,시도,,우아10길,3,전라북도 전주시 덕진구 우아로 50,전라북도 전주시 덕진구 우아동3가 762,우아1동,2246,35.85404826,127.1556822,우아동 이편한세상 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-14,전라북도,전주시 덕진구,시도,,인교5길,3,전라북도 전주시 덕진구 인교5길 23,전라북도 전주시 덕진구 우아동1가 933-1,우아2동,2247,35.82769773,127.1756551,아중초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-118,전라북도,전주시 덕진구,시도,,건산로,3,전라북도 전주시 덕진구 건산로 280,전라북도 전주시 덕진구 우아동2가 866-3,우아2동,2247,35.83550068,127.1676777,창대교회앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-18,전라북도,전주시 덕진구,시도,,심방죽2길,3,전라북도 전주시 덕진구 심방죽로 24,전라북도 전주시 덕진구 인후동1가 575-1,인후1동,2239,35.83919242,127.152228,전라초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-9,전라북도,전주시 덕진구,시도,,안골4길,3,전라북도 전주시 덕진구 견훤로 336,전라북도 전주시 덕진구 인후동1가 750-1,인후1동,2239,35.84208627,127.1559492,북일초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-31,전라북도,전주시 덕진구,시도,,안덕원로,3,,전라북도 전주시 덕진구 인후동1가 787,인후1동,2239,35.83676288,127.1559764,안골사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-32,전라북도,전주시 덕진구,시도,,안덕원길,3,,전라북도 전주시 덕진구 인후동1가 787,인후1동,2239,35.83676288,127.1559764,안골 한신 휴플러스 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-2,전라북도,전주시 덕진구,시도,,명주3길,3,전라북도 전주시 덕진구 명주3길 16,전라북도 전주시 덕진구 인후동2가 1536,인후2동,2240,35.8433282,127.1467912,금평초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-35,전라북도,전주시 덕진구,시도,,백제대로,3,전라북도 전주시 덕진구 백동2길 11,전라북도 전주시 덕진구 인후동2가 1561-1,인후2동,2240,35.84567354,127.1475257,건지산이지움아파트 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-36,전라북도,전주시 덕진구,시도,,건산로,3,전라북도 전주시 덕진구 건산로 55,전라북도 전주시 덕진구 인후동2가 202-66,인후2동,2240,35.83285738,127.1435247,모래내시장 복개도로,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-37,전라북도,전주시 덕진구,시도,,안덕원로,3,전라북도 전주시 덕진구 안덕원로 156-1,전라북도 전주시 덕진구 인후동2가 236-138,인후2동,2240,35.83292652,127.1454622,모래내승강장(농고방향),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-38,전라북도,전주시 덕진구,시도,,안덕원로,3,전라북도 전주시 덕진구 안덕원로 157,전라북도 전주시 덕진구 인후동2가 236-23,인후2동,2240,35.83343672,127.1451642,모래내시장(기린로방향),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-6,전라북도,전주시 덕진구,시도,,견훤왕궁로,3,전라북도 전주시 덕진구 견훤왕궁로 227,전라북도 전주시 덕진구 인후동2가 39-13,인후2동,2240,35.83899099,127.1444129,동북초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-39,전라북도,전주시 덕진구,시도,,심방죽로,3,,전라북도 전주시 덕진구 인후동2가 4-59,인후2동,2240,35.84101434,127.1514925,인후동 에버파크아파트 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-3,전라북도,전주시 덕진구,시도,,진버들2길,3,전라북도 전주시 덕진구 견훤로 260,전라북도 전주시 덕진구 인후동1가 431-3,인후3동,2241,35.83508761,127.1591419,기린초등학교 진입로,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-117,전라북도,전주시 덕진구,시도,,진버들4길,3,전라북도 전주시 덕진구 진버들4길 16,전라북도 전주시 덕진구 인후동1가 807-9,인후3동,2241,35.83600415,127.1637345,아중119안전센터,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-113,전라북도,전주시 덕진구,시도,,견훤로,3,,전라북도 전주시 덕진구 인후동1가 832-3,인후3동,2241,35.83037699,127.159433,견훤로 다이소 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-17,전라북도,전주시 덕진구,시도,,동가재미1길,3,전라북도 전주시 덕진구 무삼지로 67,전라북도 전주시 덕진구 인후동1가 844,인후3동,2241,35.8318225,127.1623981,인후초등학교 후문(남),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-33,전라북도,전주시 덕진구,시도,,건산로,3,전라북도 전주시 덕진구 건산로 238,전라북도 전주시 덕진구 인후동1가 845-3,인후3동,2241,35.83424992,127.1633535,아중새천년약국,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-34,전라북도,전주시 덕진구,시도,,무삼지로,3,전라북도 전주시 덕진구 무삼지로 76,전라북도 전주시 덕진구 인후동1가 855-2,인후3동,2241,35.83227743,127.1633497,인후동 마트앤마트 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진어-2,전라북도,전주시 덕진구,시도,,무삼지로,3,전라북도 전주시 덕진구 무삼지로 7,전라북도 전주시 덕진구 인후동1가 917,인후3동,2241,35.82691771,127.1650204,인봉초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
