무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,가나다,OBJECTID,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
덕진-30,전라북도,전주시 덕진구,시도,,석소로,3,전라북도 전주시 덕진구 석소로 25,전라북도 전주시 덕진구 인후동1가 산 258-5,인후3동,2241,35.82828292,127.1678276,중앙여고,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-60,전라북도,전주시 덕진구,시도,,쪽구름로,3,전라북도 전주시 덕진구 반월3길 17,전라북도 전주시 덕진구 반월동 1229,조촌동,2251,35.87255111,127.0728361,반월주공아파트 입구,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-21,전라북도,전주시 덕진구,시도,,쪽구름2길,3,전라북도 전주시 덕진구 쪽구름2길 9,전라북도 전주시 덕진구 반월동 1231,조촌동,2251,35.87374753,127.0753129,반월동세움펠리피아,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-95,전라북도,전주시 덕진구,시도,,반월로,3,,전라북도 전주시 덕진구 반월동 222-5,조촌동,2251,35.8773929,127.0754272,반월동 세움펠리피아2차 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-96,전라북도,전주시 덕진구,시도,,혁신로,3,,전라북도 전주시 덕진구 반월동 222-5,조촌동,2251,35.8773929,127.0754272,반월동 세움펠리피아2차 후문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-8,전라북도,전주시 덕진구,시도,,혁신로,3,전라북도 전주시 덕진구 혁신로 707,전라북도 전주시 덕진구 반월동 238-6,조촌동,2251,35.87539195,127.0737221,반월초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-2,전라북도,전주시 완산구,시도,,팔달로,3,전라북도 전주시 완산구 팔달로 217-21,전라북도 전주시 완산구 고사동 11-8,중앙동,2235,35.82128952,127.1451912,오거리공영주차장 입구,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-86,전라북도,전주시 완산구,시도,,팔달로,3,전라북도 전주시 완산구 팔달로 227,전라북도 전주시 완산구 고사동 1-2,중앙동,2235,35.82227761,127.1449365,라마다호텔 정문 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-87,전라북도,전주시 완산구,시도,,팔달로,3,전라북도 전주시 완산구 팔달로 227,전라북도 전주시 완산구 고사동 1-2,중앙동,2235,35.82227761,127.1449365,라마다호텔 후문 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-109,전라북도,전주시 완산구,시도,,객사4길,3,전라북도 전주시 완산구 전주객사4길 76,전라북도 전주시 완산구 고사동 242-6,중앙동,2235,35.82111379,127.143149,고사동CU편의점사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-113,전라북도,전주시 완산구,시도,,객사2길,3,전라북도 전주시 완산구 전주객사2길 74,전라북도 전주시 완산구 고사동 340-1,중앙동,2235,35.82007396,127.1405874,옥토주차장임시출입구,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-111,전라북도,전주시 완산구,시도,,객사3길,3,전라북도 전주시 완산구 전주객사3길 72,전라북도 전주시 완산구 고사동 355-1,중앙동,2235,35.82032591,127.1420805,CGV고사점,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-112,전라북도,전주시 완산구,시도,,객사3길,3,전라북도 전주시 완산구 전주객사3길 22,전라북도 전주시 완산구 고사동 431-1,중앙동,2235,35.81836023,127.1427168,영화제작소사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-150,전라북도,전주시 완산구,시도,,전라감영로,3,전라북도 전주시 완산구 전라감영로 29,전라북도 전주시 완산구 다가동1가 3-1,중앙동,2235,35.81509257,127.1426122,전라감영로 선자청,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-110,전라북도,전주시 완산구,시도,,객사1길,3,전라북도 전주시 완산구 전주객사1길 45,전라북도 전주시 완산구 다가동3가 53-3,중앙동,2235,35.81821843,127.1391311,경아분식사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-140,전라북도,전주시 완산구,시도,,전주천동로,3,,전라북도 전주시 완산구 다가동3가 54-5,중앙동,2235,35.81762694,127.1394359,호텔더프라임 천변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-115,전라북도,전주시 완산구,시도,,객사1길,3,전라북도 전주시 완산구 전주객사1길 13,전라북도 전주시 완산구 다가동3가 64-4,중앙동,2235,35.81706508,127.1402207,다가동해빛편의점사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-116,전라북도,전주시 완산구,시도,,객사1길,3,전라북도 전주시 완산구 전주객사1길 79,전라북도 전주시 완산구 다가동4가 119-3,중앙동,2235,35.81962284,127.1383704,수빈이네 장터국수사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-114,전라북도,전주시 완산구,시도,,객사2길,3,전라북도 전주시 완산구 전주객사2길 47,전라북도 전주시 완산구 다가동4가 83-9,중앙동,2235,35.81888115,127.1402764,다가동서양주택사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-125,전라북도,전주시 완산구,시도,,전라감영3길,3,전라북도 전주시 완산구 전라감영3길 13-2,전라북도 전주시 완산구 중앙동1가 21-1,중앙동,2235,35.81645389,127.143095,헤븐스튜디오 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-124,전라북도,전주시 완산구,시도,,전라감영4길,3,전라북도 전주시 완산구 전라감영4길 15,전라북도 전주시 완산구 중앙동2가 16-6,중앙동,2235,35.8168423,127.1444798,하나투어 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-26,전라북도,전주시 완산구,시도,,충경로,3,전라북도 전주시 완산구 충경로 34,전라북도 전주시 완산구 중앙동2가 36-6,중앙동,2235,35.81724081,127.1429883,객사,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-149,전라북도,전주시 완산구,시도,,전라감영로,3,전라북도 전주시 완산구 전라감영로 40,전라북도 전주시 완산구 중앙동4가 31-7,중앙동,2235,35.81516028,127.1435,전라감영로 태조궁,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-148,전라북도,전주시 완산구,시도,,전라감영로,3,전라북도 전주시 완산구 전라감영로 54,전라북도 전주시 완산구 중앙동4가 36-2,중앙동,2235,35.81535394,127.144943,전라감영로 예림화랑,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-120,전라북도,전주시 완산구,시도,,태평3길,3,,전라북도 전주시 완산구 태평동 44-2,중앙동,2235,35.82326227,127.1423126,태평동 대양아리스타 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-121,전라북도,전주시 완산구,시도,,태평3길,3,,전라북도 전주시 완산구 태평동 44-2,중앙동,2235,35.82326227,127.1423126,태평동 대양아리스타 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-122,전라북도,전주시 완산구,시도,,태평4길,3,,전라북도 전주시 완산구 태평동 44-2,중앙동,2235,35.82326227,127.1423126,태평동 대양아리스타 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-123,전라북도,전주시 완산구,시도,,대동로,3,,전라북도 전주시 완산구 태평동 44-2,중앙동,2235,35.82326227,127.1423126,태평동 대양아리스타 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산방-12,전라북도,전주시 덕진구,시도,,대동로,3,전라북도 전주시 완산구 대동로 33,전라북도 전주시 완산구 태평동 64-1,중앙동,2235,35.82259291,127.1396496,전주초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-141,전라북도,전주시 완산구,시도,,선너머로,3,전라북도 전주시 완산구 선너머로 78,전라북도 전주시 완산구 중화산동1가 217-1,중화산1동,2223,35.81501648,127.133121,예수병원 장례식장 입구,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-92,전라북도,전주시 완산구,시도,,서원로,3,전라북도 전주시 완산구 서원로 365,전라북도 전주시 완산구 중화산동1가 365-8,중화산1동,2223,35.81433164,127.132606,예수병원 버스승강장 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-100,전라북도,전주시 완산구,시도,,서원로,3,전라북도 전주시 완산구 서원로 365,전라북도 전주시 완산구 중화산동1가 365-8,중화산1동,2223,35.81433164,127.132606,예수병원 주차장 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-30,전라북도,전주시 완산구,시도,,한두평2길,3,전라북도 전주시 완산구 선너머1길 50,전라북도 전주시 완산구 중화산동2가 151-9,중화산1동,2223,35.81453941,127.1259579,MBC문화방송,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산방-19,전라북도,전주시 덕진구,시도,,따박골6길,3,전라북도 전주시 완산구 따박골7길 20,전라북도 전주시 완산구 중화산동2가 46-25,중화산1동,2223,35.80935287,127.1299903,화산초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-34,전라북도,전주시 완산구,시도,,안행로,3,전라북도 전주시 완산구 안행로 165-5,전라북도 전주시 완산구 중화산동2가 850,중화산1동,2223,35.81024885,127.131199,중화산동영무예다음-1,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-35,전라북도,전주시 완산구,시도,,안행로,3,전라북도 전주시 완산구 안행로 165-5,전라북도 전주시 완산구 중화산동2가 850,중화산1동,2223,35.81024885,127.131199,중화산동영무예다음-2,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-27,전라북도,전주시 완산구,시도,,백제대로,3,전라북도 전주시 완산구 백제대로 340,전라북도 전주시 완산구 중화산동2가 266-43,중화산2동,2224,35.82340952,127.1231808,힐스타운 단지내,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-28,전라북도,전주시 완산구,시도,,신촌3길,3,전라북도 전주시 완산구 신촌3길 15,전라북도 전주시 완산구 중화산동2가 484-9,중화산2동,2224,35.81685577,127.1163634,토탈사우나,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-29,전라북도,전주시 완산구,시도,,신촌3길,3,전라북도 전주시 완산구 신촌3길 28-4,전라북도 전주시 완산구 중화산동2가 495-49,중화산2동,2224,35.81757823,127.1152257,중화산2동 공영주차장,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산방-13,전라북도,전주시 덕진구,시도,,중산7길,3,전라북도 전주시 완산구 중산중앙로 9-10,전라북도 전주시 완산구 중화산동2가 614,중화산2동,2224,35.81746652,127.1196127,중산초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-135,전라북도,전주시 완산구,시도,,백제대로,3,전라북도 전주시 완산구 백제대로 259,전라북도 전주시 완산구 중화산동2가 629-5,중화산2동,2224,35.81622969,127.1225886,백제대로 어은터널 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-31,전라북도,전주시 완산구,시도,,유연로,3,전라북도 전주시 완산구 유연로 276,전라북도 전주시 완산구 중화산동2가 743-8,중화산2동,2224,35.82516592,127.115528,본병원 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-32,전라북도,전주시 완산구,시도,,화산천변로,3,전라북도 전주시 완산구 화산천변로 19,전라북도 전주시 완산구 중화산동2가 751-7,중화산2동,2224,35.82078223,127.115957,중화산2동 주민센터,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산방-17,전라북도,전주시 덕진구,시도,,화산천변8길,3,전라북도 전주시 완산구 화산천변8길 10,전라북도 전주시 완산구 중화산동2가 752-4,중화산2동,2224,35.82139815,127.1169821,한들초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-33,전라북도,전주시 완산구,시도,,효자로,3,전라북도 전주시 완산구 효자로 282,전라북도 전주시 완산구 중화산동2가 771-1,중화산2동,2224,35.81887244,127.1163536,중화산동 농협~효자다리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-47,전라북도,전주시 덕진구,시도,,벚꽃길,3,전라북도 전주시 덕진구 벚꽃로 48,전라북도 전주시 덕진구 진북동 1021-2,진북동,2253,35.82881039,127.1347874,덕진구청 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진방-20,전라북도,전주시 덕진구,시도,,진북1길,3,전라북도 전주시 덕진구 진북1길 11,전라북도 전주시 덕진구 진북동 1046-1,진북동,2253,35.82531307,127.1320076,진북초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-45,전라북도,전주시 덕진구,시도,,기린대로,3,전라북도 전주시 덕진구 기린대로 311,전라북도 전주시 덕진구 진북동 320-31,진북동,2253,35.83205241,127.1388867,기린전자상가(서),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-46,전라북도,전주시 덕진구,시도,,기린대로,3,전라북도 전주시 덕진구 기린대로 293-1,전라북도 전주시 덕진구 진북동 320-44,진북동,2253,35.83103213,127.1401755,기린전자상가(동),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-49,전라북도,전주시 덕진구,시도,,팔달로,3,전라북도 전주시 덕진구 팔달로 304,전라북도 전주시 덕진구 진북동 358-6,진북동,2253,35.82876912,127.1416765,흥국생명,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진어-1,전라북도,전주시 덕진구,시도,,태진로,3,전라북도 전주시 덕진구 태진로 98,전라북도 전주시 덕진구 진북동 382-1,진북동,2253,35.83036037,127.1375719,전일초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-48,전라북도,전주시 덕진구,시도,,태진로,3,전라북도 전주시 덕진구 태진로 100,전라북도 전주시 덕진구 진북동 382-7,진북동,2253,35.83017938,127.1369597,노블레스예식장,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-119,전라북도,전주시 덕진구,시도,,기린대로,3,전라북도 전주시 덕진구 기린대로 800,전라북도 전주시 덕진구 팔복동1가 333-36,팔복동,2245,35.85861058,127.0968617,더메이호텔 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-120,전라북도,전주시 덕진구,시도,,기린대로,3,전라북도 전주시 덕진구 기린대로 800,전라북도 전주시 덕진구 팔복동1가 333-36,팔복동,2245,35.85861058,127.0968617,더메이호텔 후문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-50,전라북도,전주시 덕진구,시도,,기린대로,3,전라북도 전주시 덕진구 기린대로 699,전라북도 전주시 덕진구 팔복동2가 250-18,팔복동,2245,35.85324618,127.1049587,팔복동 근린상가 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
덕진-98,전라북도,전주시 덕진구,시도,,기린대로,3,전라북도 전주시 덕진구 기린대로 945-3,전라북도 전주시 덕진구 팔복동2가 797-18,팔복동,2245,35.86438363,127.0818651,팔복동 소상공인센터 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산방-16,전라북도,전주시 덕진구,시도,,꽃밭정로,3,전라북도 전주시 완산구 꽃밭정로 65,전라북도 전주시 완산구 평화동1가 389-2,평화1동,2225,35.7994125,127.1394668,평화초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-37,전라북도,전주시 완산구,시도,,장승배기로,3,전라북도 전주시 완산구 장승배기로 262,전라북도 전주시 완산구 평화동1가 445-10,평화1동,2225,35.79813951,127.1408952,평화주공 지하보도,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-38,전라북도,전주시 완산구,시도,,덕적골2길,3,전라북도 전주시 완산구 덕적골2길 25,전라북도 전주시 완산구 평화동1가 445-6,평화1동,2225,35.79561646,127.1418577,평화1동주민센터 골목,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-138,전라북도,전주시 완산구,시도,,덕적골3길,3,전라북도 전주시 완산구 덕적골3길 60,전라북도 전주시 완산구 평화동1가 767,평화1동,2225,35.79482074,127.1426156,평화동 플러스하임 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-139,전라북도,전주시 완산구,시도,,덕적골3길,3,전라북도 전주시 완산구 덕적골3길 60,전라북도 전주시 완산구 평화동1가 767,평화1동,2225,35.79482074,127.1426156,평화동 플러스하임 후문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-39,전라북도,전주시 완산구,시도,,장승백이로,3,전라북도 전주시 완산구 장승배기로 200,전라북도 전주시 완산구 평화동1가 710-7,평화2동,2226,35.79602215,127.1347789,꽃밭정이 사거리 (1대)-한양병원앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-40,전라북도,전주시 완산구,시도,,모악로,3,전라북도 전주시 완산구 모악로 4746,전라북도 전주시 완산구 평화동1가 736-3,평화2동,2226,35.7929159,127.1323047,평화동 국민은행 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산어-8,전라북도,전주시 덕진구,시도,,평화8길,3,전라북도 전주시 완산구 평화8길 16-36,전라북도 전주시 완산구 평화동2가 229,평화2동,2226,35.7898653,127.1338498,신성초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산노-1,전라북도,전주시 덕진구,시도,,평화14길,3,전라북도 전주시 완산구 평화14길 27-53,전라북도 전주시 완산구 평화동2가 230-2,평화2동,2226,35.79144427,127.1340594,꽃밭정이 노인복지관,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-107,전라북도,전주시 완산구,시도,,모악로,3,전라북도 전주시 완산구 모악로 4688,전라북도 전주시 완산구 평화동2가 306-4,평화2동,2226,35.78780404,127.1307179,광신프로그레스 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-106,전라북도,전주시 완산구,시도,,모악로,3,,전라북도 전주시 완산구 평화동2가 458-106,평화2동,2226,35.78559795,127.1262739,광신프로그레스 주변,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-133,전라북도,전주시 완산구,시도,,맏내로,3,,전라북도 전주시 완산구 평화동2가 458-19,평화2동,2226,35.7865217,127.1253854,평화동 대정초교 옆 삼거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-131,전라북도,전주시 완산구,시도,,맏내로,3,,전라북도 전주시 완산구 평화동2가 475-1,평화2동,2226,35.78301267,127.1247593,평화동 골드클래스2차 후문앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산방-8,전라북도,전주시 덕진구,시도,,양지2길,3,전라북도 전주시 완산구 양지2길 11-26,전라북도 전주시 완산구 평화동2가 582,평화2동,2226,35.79251889,127.125929,양지초등학교,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산방-15,전라북도,전주시 덕진구,시도,,평화로,3,전라북도 전주시 완산구 평화로 85,전라북도 전주시 완산구 평화동2가 897-3,평화2동,2226,35.78433159,127.1329066,지곡초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-41,전라북도,전주시 완산구,시도,,양지3길,3,전라북도 전주시 완산구 양지3길 15,전라북도 전주시 완산구 평화동2가 953,평화2동,2226,35.78969789,127.1184309,평화동 엠코타운 뒤,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-42,전라북도,전주시 완산구,시도,,양지3길,3,전라북도 전주시 완산구 양지3길 15,전라북도 전주시 완산구 평화동2가 953,평화2동,2226,35.78969789,127.1184309,평화동 엠코타운 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-101,전라북도,전주시 완산구,시도,,구이로,3,전라북도 전주시 완산구 구이로 2077,전라북도 전주시 완산구 평화동2가 955,평화2동,2226,35.78399198,127.1291127,평화골드클레스 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-132,전라북도,전주시 완산구,시도,,맏내로,3,,전라북도 전주시 완산구 평화동2가 957,평화2동,2226,35.78405565,127.1258525,평화동 골드클래스2차 정문앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산어-6,전라북도,전주시 덕진구,시도,,구이로,3,전라북도 전주시 완산구 구이로 1979,전라북도 전주시 완산구 평화동3가 226,평화2동,2226,35.77555003,127.1280733,문정초등학교 정문,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-136,전라북도,전주시 완산구,시도,,동문길,3,전라북도 전주시 완산구 동문길 100,전라북도 전주시 완산구 경원동1가 12-4,풍남동,2236,35.81813082,127.1485548,동문길 창작소극장 옆 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-1,전라북도,전주시 완산구,시도,,팔달로+충경로,3,전라북도 전주시 완산구 팔달로 182,전라북도 전주시 완산구 경원동1가 52-6,풍남동,2236,35.81879789,127.147047,충경로 네거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-152,전라북도,전주시 완산구,시도,,현무1길,3,전라북도 전주시 완산구 현무1길 31-2,전라북도 전주시 완산구 경원동3가 33-1,풍남동,2236,35.82174317,127.1472275,건강보험공단(베스트웨스턴호텔),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-153,전라북도,전주시 완산구,시도,,팔달로,3,전라북도 전주시 완산구 팔달로 212,전라북도 전주시 완산구 경원동3가 35-2,풍남동,2236,35.82114799,127.1461822,오거리분식(베스트웨스턴호텔),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-147,전라북도,전주시 완산구,시도,,전라감영로,3,전라북도 전주시 완산구 전라감영로 69,전라북도 전주시 완산구 전동 140-16,풍남동,2236,35.81592151,127.1468309,전라감영로 문우당앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-23,전라북도,전주시 완산구,시도,,팔달로,3,전라북도 전주시 완산구 태조로 51,전라북도 전주시 완산구 전동 200-1,풍남동,2236,35.81357296,127.1489248,전동성당,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-24,전라북도,전주시 완산구,시도,,팔달로,3,전라북도 전주시 완산구 팔달로 104,전라북도 전주시 완산구 전동 227-3,풍남동,2236,35.8119344,127.1496268,남부시장(표정형외과),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-89,전라북도,전주시 완산구,시도,,풍남문2길,3,전라북도 전주시 완산구 풍남문3길 1,전라북도 전주시 완산구 전동 83-4,풍남동,2236,35.81350837,127.147579,GS편의점 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-90,전라북도,전주시 완산구,시도,,풍남문2길,3,전라북도 전주시 완산구 풍남문3길 1,전라북도 전주시 완산구 전동 83-4,풍남동,2236,35.81350837,127.147579,태양신발마트 앞,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-137,전라북도,전주시 완산구,시도,,동문길,3,전라북도 전주시 완산구 동문길 35,전라북도 전주시 완산구 풍남동2가 23-2,풍남동,2236,35.81886107,127.1519715,동문길 춘하추동옆 사거리,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-43,전라북도,전주시 완산구,시도,,태조로,3,,전라북도 전주시 완산구 풍남동3가 102,풍남동,2236,35.815519,127.1501202,한옥마을-1(경기전),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-44,전라북도,전주시 완산구,시도,,태조로,3,전라북도 전주시 완산구 태조로 6,전라북도 전주시 완산구 풍남동3가 15-11,풍남동,2236,35.81513827,127.1539287,한옥마을-3(관광안내소),4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
완산-45,전라북도,전주시 완산구,시도,,기린대로,3,전라북도 전주시 완산구 기린대로 77,전라북도 전주시 완산구 풍남동3가 23-2,풍남동,2236,35.81629161,127.1543527,르윈(리베라)호텔 옆,4,0,,,,,전라북도 전주시청,063-281-2378,2022-06-15
