주차장명,연도,월,시간대,진입차량수(정기권),진입차량수(일반),진입차량수(면제),진출차량수(정기권),진출차량수(일반),진출차량수(면제),도로명주소,지번주소,위도,경도
실내체육관,2020,1,0:00 ~ 1:00,4,94,2,21,514,9,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,1:00 ~ 2:00,1,53,0,24,382,9,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,2:00 ~ 3:00,0,27,0,19,196,6,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,3:00 ~ 4:00,0,15,1,13,112,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,4:00 ~ 5:00,2,4,0,13,73,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,5:00 ~ 6:00,2,10,2,5,44,1,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,6:00 ~ 7:00,4,15,1,12,105,3,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,7:00 ~ 8:00,31,81,1,7,59,4,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,8:00 ~ 9:00,77,262,25,4,58,4,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,9:00 ~ 10:00,180,636,15,19,113,6,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,10:00 ~ 11:00,168,"1,003",3,23,278,13,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,11:00 ~ 12:00,98,"1,592",12,31,632,16,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,12:00 ~ 13:00,55,"2,389",20,44,"1,376",12,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,13:00 ~ 14:00,56,"1,915",13,38,"1,797",21,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,14:00 ~ 15:00,53,"1,867",16,38,"1,739",13,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,15:00 ~ 16:00,45,"1,778",18,46,"1,797",13,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,16:00 ~ 17:00,50,"1,661",13,47,"1,722",21,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,17:00 ~ 18:00,26,"1,925",19,41,"1,688",20,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,18:00 ~ 19:00,33,"2,667",22,79,"1,744",9,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,19:00 ~ 20:00,24,"2,385",14,81,"1,974",16,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,20:00 ~ 21:00,20,"1,456",13,113,"2,020",8,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,21:00 ~ 22:00,16,855,8,108,"1,877",10,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,22:00 ~ 23:00,5,433,3,101,"1,434",4,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,1,23:00 ~ 24:00,4,189,0,25,803,5,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,0:00 ~ 1:00,1,60,0,15,362,5,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,1:00 ~ 2:00,1,17,0,18,275,7,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,2:00 ~ 3:00,0,12,0,8,116,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,3:00 ~ 4:00,0,8,0,4,67,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,4:00 ~ 5:00,0,5,0,18,44,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,5:00 ~ 6:00,0,2,1,4,20,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,6:00 ~ 7:00,2,18,0,3,30,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,7:00 ~ 8:00,31,126,0,9,201,3,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,8:00 ~ 9:00,77,214,29,4,42,2,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,9:00 ~ 10:00,187,546,8,15,94,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,10:00 ~ 11:00,160,858,8,16,262,6,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,11:00 ~ 12:00,93,"1,400",17,37,569,4,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,12:00 ~ 13:00,47,"1,975",12,36,"1,185",15,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,13:00 ~ 14:00,72,"1,561",10,38,"1,625",27,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,14:00 ~ 15:00,38,"1,582",8,23,"1,440",8,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,15:00 ~ 16:00,41,"1,405",17,40,"1,475",15,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,16:00 ~ 17:00,44,"1,424",7,59,"1,431",18,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,17:00 ~ 18:00,26,"1,527",11,47,"1,446",10,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,18:00 ~ 19:00,20,"2,171",19,80,"1,447",16,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,19:00 ~ 20:00,24,"1,619",17,88,"1,549",9,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,20:00 ~ 21:00,17,"1,053",5,129,"1,622",11,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,21:00 ~ 22:00,8,570,3,118,"1,349",7,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,22:00 ~ 23:00,4,243,0,70,982,8,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,2,23:00 ~ 24:00,3,126,0,12,548,6,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,0:00 ~ 1:00,3,74,1,11,451,7,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,1:00 ~ 2:00,1,23,0,17,326,7,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,2:00 ~ 3:00,1,13,0,15,170,5,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,3:00 ~ 4:00,0,7,0,8,81,1,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,4:00 ~ 5:00,1,10,1,9,57,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,5:00 ~ 6:00,0,6,1,4,32,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,6:00 ~ 7:00,1,25,2,2,97,2,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,7:00 ~ 8:00,46,150,2,1,55,2,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,8:00 ~ 9:00,88,226,24,9,68,4,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,9:00 ~ 10:00,165,632,12,20,160,4,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,10:00 ~ 11:00,166,879,11,22,276,5,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,11:00 ~ 12:00,98,"1,476",22,35,587,11,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,12:00 ~ 13:00,54,"2,059",32,43,"1,165",24,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,13:00 ~ 14:00,70,"1,972",20,29,"1,891",33,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,14:00 ~ 15:00,34,"1,961",9,22,"1,769",19,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,15:00 ~ 16:00,41,"1,920",12,55,"1,786",18,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,16:00 ~ 17:00,57,"1,785",11,54,"1,843",17,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,17:00 ~ 18:00,27,"2,126",20,53,"1,968",20,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,18:00 ~ 19:00,36,"2,888",23,88,"1,979",14,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,19:00 ~ 20:00,9,"2,193",23,71,"2,128",12,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,20:00 ~ 21:00,5,"1,276",9,126,"2,218",15,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,21:00 ~ 22:00,6,639,4,126,"1,779",13,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,22:00 ~ 23:00,5,339,0,73,"1,270",7,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,3,23:00 ~ 24:00,2,148,0,17,689,4,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,0:00 ~ 1:00,2,101,0,10,607,9,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,1:00 ~ 2:00,0,54,0,24,404,5,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,2:00 ~ 3:00,0,20,0,15,229,1,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,3:00 ~ 4:00,0,7,0,6,129,2,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,4:00 ~ 5:00,1,7,1,11,72,1,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,5:00 ~ 6:00,0,9,0,8,31,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,6:00 ~ 7:00,5,31,1,2,51,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,7:00 ~ 8:00,51,117,13,7,81,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,8:00 ~ 9:00,86,218,14,10,75,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,9:00 ~ 10:00,169,683,13,36,180,5,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,10:00 ~ 11:00,147,"1,016",12,27,335,6,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,11:00 ~ 12:00,90,"1,858",20,36,749,14,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,12:00 ~ 13:00,73,"2,762",26,32,"1,583",22,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,13:00 ~ 14:00,63,"2,406",12,43,"2,332",24,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,14:00 ~ 15:00,40,"2,374",14,46,"2,190",28,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,15:00 ~ 16:00,47,"2,167",18,31,"2,175",15,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,16:00 ~ 17:00,49,"2,185",8,55,"2,185",14,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,17:00 ~ 18:00,35,"2,581",21,42,"2,209",23,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,18:00 ~ 19:00,43,"3,541",26,99,"2,353",10,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,19:00 ~ 20:00,14,"2,971",12,79,"2,754",14,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,20:00 ~ 21:00,11,"1,677",17,111,"2,556",13,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,21:00 ~ 22:00,17,876,3,102,"2,284",20,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,22:00 ~ 23:00,5,490,5,86,"1,556",4,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,4,23:00 ~ 24:00,4,224,1,35,852,5,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,0:00 ~ 1:00,5,163,2,20,744,6,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,1:00 ~ 2:00,1,62,0,20,498,4,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,2:00 ~ 3:00,1,33,0,11,330,8,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,3:00 ~ 4:00,0,18,0,5,169,2,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,4:00 ~ 5:00,0,8,0,17,91,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,5:00 ~ 6:00,0,17,0,11,45,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,6:00 ~ 7:00,23,34,0,3,105,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,7:00 ~ 8:00,46,104,18,7,80,0,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,8:00 ~ 9:00,61,291,25,16,101,1,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,9:00 ~ 10:00,165,831,11,27,222,8,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,10:00 ~ 11:00,135,"1,231",11,20,433,21,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,11:00 ~ 12:00,89,"2,322",29,36,888,13,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,12:00 ~ 13:00,59,"3,456",20,38,"2,027",30,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,13:00 ~ 14:00,80,"2,966",28,40,"2,875",22,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,14:00 ~ 15:00,60,"2,752",22,41,"2,695",29,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,15:00 ~ 16:00,34,"2,728",14,29,"2,615",26,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,16:00 ~ 17:00,33,"2,600",19,78,"2,585",24,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
실내체육관,2020,5,17:00 ~ 18:00,41,"3,049",24,45,"2,631",16,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 금암동 664-51,35.8442080450,127.1292608743
